Dnr,Agenda_2030,VinnovaAnpassatDelm
2019-05798,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05817,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05833,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05904,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2018-04613,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2018-04616,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2018-04623,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2018-04628,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2018-04917,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2018-05063,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2018-05083,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2018-05148,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2018-05206,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2018-05299,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2018-05302,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00089,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00091,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00094,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00099,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00100,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00305,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00359,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00442,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00456,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00466,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00490,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00499,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00503,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00531,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00553,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00557,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00574,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00666,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00740,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00772,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00777,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00793,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00794,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00797,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00799,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00800,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00833,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00860,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00942,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-00993,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-01000,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-01028,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-01030,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-01043,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-01076,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-01080,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-01083,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-01087,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-01304,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-01311,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-01327,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-01328,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-01342,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-01346,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-01352,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-01365,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-01367,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-01548,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-01555,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-01564,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-01585,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02148,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02165,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02188,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02226,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02260,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02274,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02276,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02283,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02333,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02417,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02434,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02459,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02468,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02482,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02490,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02493,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02498,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02500,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02501,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02503,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02511,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02513,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02515,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02534,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02544,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02549,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02550,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02557,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02561,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02562,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02574,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02575,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02578,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02579,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02580,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02581,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02588,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02591,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02655,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02657,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02661,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02673,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02685,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02727,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02731,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02740,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02849,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02856,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02862,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02864,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02868,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02876,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02882,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02888,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02901,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02908,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02919,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-02935,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03051,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03100,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03253,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03330,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03341,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03360,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03374,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03431,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03460,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03487,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03519,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03535,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03588,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03614,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03674,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03808,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03811,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03974,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03975,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03986,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-03990,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04045,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04115,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04170,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04246,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04353,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04396,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04397,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04422,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04424,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04426,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04428,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04445,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04448,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04456,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04480,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04481,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04493,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04494,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04496,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04498,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04502,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04564,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04685,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04771,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04779,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04783,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04819,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04826,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04849,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04897,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04910,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04912,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04916,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04923,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04937,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-04942,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05000,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05011,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05019,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05025,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05066,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05113,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05212,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05219,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05259,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
2019-05355,"9 Hållbar industri, innovationer och infrastruktur","Stärka forsknings-, utvecklings- och innovationsförmågan samt den tekniska kapaciteten i industrin"
